usuario_id,sector,ciudad,edad,genero,dispositivo,nivel_formativo,plan_acceso,formato,progreso_percent,dias_inactivo,interacciones,evaluaciones_completadas,tiempo_total_horas,n_sesiones,abandono
U00985,corporativa,Madrid,34,M,móvil,intermedio,subvencionado,híbrido,20.0,2,72,1,7.33,10,0
U00986,subvencionada,Valencia,34,Otro,escritorio,avanzado,gratuito,en vivo,100.0,1,66,0,17.79,4,0
U00987,corporativa,Valencia,40,Otro,escritorio,intermedio,empresa,asincrónico,50.6,1,92,3,5.12,22,0
U00988,subvencionada,Bilbao,33,Otro,tablet,intermedio,gratuito,asincrónico,28.7,2,89,3,90.96,5,0
U00989,universitaria,Zaragoza,59,M,móvil,básico,privado,en vivo,32.9,0,17,0,47.07,7,0
U00990,corporativa,Bilbao,54,M,tablet,avanzado,subvencionado,híbrido,62.5,5,9,2,3.15,26,0
U00991,universitaria,Bilbao,25,Otro,tablet,avanzado,empresa,híbrido,72.8,3,14,4,18.81,7,0
U00992,subvencionada,Barcelona,46,Otro,escritorio,avanzado,privado,asincrónico,46.5,3,40,1,51.35,13,0
U00993,universitaria,Valencia,33,Otro,tablet,básico,gratuito,híbrido,44.3,4,65,4,38.46,29,0
U00994,universitaria,Sevilla,53,F,tablet,avanzado,subvencionado,híbrido,66.6,4,87,1,43.52,10,0
U00995,subvencionada,Madrid,26,Otro,móvil,básico,privado,en vivo,68.5,3,52,2,95.08,11,0
U00996,subvencionada,Zaragoza,18,F,móvil,básico,privado,híbrido,60.2,4,95,2,9.86,13,0
U00997,subvencionada,Valencia,50,Otro,tablet,intermedio,privado,híbrido,51.2,0,47,3,26.79,24,0
U00998,corporativa,Zaragoza,23,F,escritorio,avanzado,gratuito,en vivo,70.2,4,14,3,2.79,13,0
U00999,subvencionada,Madrid,18,Otro,tablet,intermedio,empresa,asincrónico,57.6,3,21,3,63.3,6,0
U01000,universitaria,Bilbao,47,F,tablet,intermedio,privado,asincrónico,5.4,1,27,2,5.98,1,0
U01001,subvencionada,Sevilla,38,F,escritorio,avanzado,subvencionado,en vivo,97.4,0,46,2,20.77,6,0
U01002,universitaria,Zaragoza,19,F,móvil,avanzado,gratuito,híbrido,17.1,3,12,1,5.75,15,0
U01003,universitaria,Zaragoza,46,Otro,tablet,intermedio,empresa,en vivo,64.9,2,27,0,17.57,9,0
U01004,universitaria,Sevilla,19,M,tablet,avanzado,empresa,híbrido,97.4,1,80,3,44.66,8,0
U01005,subvencionada,Sevilla,34,Otro,móvil,básico,subvencionado,híbrido,100.0,6,73,1,28.44,2,0
U01006,subvencionada,Zaragoza,32,Otro,tablet,básico,empresa,híbrido,96.2,1,44,3,12.2,5,0
U01007,corporativa,Sevilla,24,Otro,móvil,avanzado,gratuito,en vivo,23.9,3,11,1,3.22,7,0
U01008,universitaria,Zaragoza,21,M,móvil,intermedio,empresa,en vivo,100.0,4,40,1,3.36,8,0
U01009,subvencionada,Zaragoza,22,M,móvil,básico,gratuito,en vivo,79.7,4,64,1,0.71,14,0
U01010,corporativa,Zaragoza,41,F,escritorio,básico,subvencionado,híbrido,54.5,6,78,1,54.8,16,0
U01011,corporativa,Zaragoza,33,Otro,tablet,intermedio,empresa,asincrónico,90.0,1,69,4,6.45,15,0
U01012,universitaria,Madrid,26,F,escritorio,intermedio,subvencionado,asincrónico,39.5,5,24,4,66.08,23,0
U01013,corporativa,Sevilla,26,M,tablet,avanzado,gratuito,híbrido,69.5,2,91,0,7.26,28,0
U01014,corporativa,Zaragoza,58,F,móvil,avanzado,subvencionado,en vivo,81.1,3,61,3,94.46,16,0
U01015,corporativa,Zaragoza,24,M,tablet,avanzado,empresa,en vivo,57.9,3,42,2,28.0,12,0
U01016,corporativa,Sevilla,30,M,móvil,intermedio,empresa,híbrido,66.2,3,42,4,8.51,13,0
U01017,subvencionada,Barcelona,34,M,móvil,básico,privado,asincrónico,72.8,2,66,0,11.3,16,0
U01018,universitaria,Madrid,47,F,escritorio,básico,privado,híbrido,64.7,2,77,0,13.02,7,0
U01019,subvencionada,Zaragoza,54,Otro,móvil,avanzado,privado,asincrónico,87.6,1,92,3,19.89,27,0
U01020,universitaria,Sevilla,51,M,móvil,avanzado,gratuito,híbrido,76.7,2,88,4,10.25,29,0
U01021,universitaria,Madrid,33,F,tablet,básico,empresa,híbrido,36.5,3,81,2,47.38,19,0
U01022,universitaria,Madrid,35,Otro,escritorio,avanzado,gratuito,en vivo,34.7,5,86,4,4.25,23,0
U01023,universitaria,Bilbao,26,Otro,tablet,intermedio,gratuito,híbrido,23.8,6,15,3,9.06,8,0
U01024,subvencionada,Sevilla,56,M,tablet,avanzado,empresa,en vivo,80.8,7,46,1,8.05,11,0
U01025,subvencionada,Sevilla,44,Otro,escritorio,avanzado,empresa,en vivo,63.0,2,6,2,23.71,3,0
U01026,subvencionada,Valencia,45,F,móvil,básico,privado,en vivo,100.0,2,55,0,0.83,10,0
U01027,universitaria,Barcelona,26,F,tablet,intermedio,gratuito,asincrónico,61.5,1,75,3,83.02,13,0
U01028,universitaria,Barcelona,22,M,escritorio,avanzado,privado,híbrido,48.0,2,17,3,13.98,4,0
U01029,corporativa,Barcelona,49,M,tablet,avanzado,empresa,híbrido,35.4,2,47,1,52.66,14,0
U01030,universitaria,Sevilla,55,Otro,escritorio,básico,empresa,híbrido,77.1,5,50,4,18.86,4,0
U01031,universitaria,Barcelona,41,Otro,escritorio,básico,gratuito,en vivo,44.7,5,83,4,3.07,24,0
U01032,subvencionada,Madrid,20,F,escritorio,básico,empresa,híbrido,51.0,0,89,2,17.8,7,0
U01033,subvencionada,Zaragoza,31,F,tablet,básico,gratuito,asincrónico,82.8,3,89,3,2.96,13,0
U01034,universitaria,Bilbao,55,M,móvil,avanzado,gratuito,híbrido,59.4,2,66,3,1.04,20,0
U01035,subvencionada,Sevilla,30,M,tablet,básico,empresa,híbrido,50.5,5,24,2,19.66,3,0
U01036,corporativa,Bilbao,42,F,escritorio,avanzado,privado,híbrido,91.8,3,87,3,9.24,23,0
U01037,corporativa,Sevilla,53,Otro,escritorio,básico,privado,en vivo,53.8,0,21,3,40.93,19,0
U01038,universitaria,Sevilla,31,M,tablet,avanzado,privado,híbrido,35.0,1,76,1,25.75,29,0
U01039,corporativa,Sevilla,41,M,móvil,avanzado,privado,asincrónico,39.0,3,69,0,42.28,13,0
U01040,universitaria,Barcelona,59,F,tablet,intermedio,privado,híbrido,71.4,0,15,3,10.54,23,0
U01041,universitaria,Zaragoza,52,Otro,tablet,avanzado,gratuito,asincrónico,58.6,2,50,2,8.73,7,0
U01042,subvencionada,Madrid,20,Otro,tablet,básico,privado,en vivo,52.9,1,22,2,24.25,25,0
U01043,corporativa,Bilbao,30,M,escritorio,avanzado,empresa,híbrido,63.3,4,82,1,9.33,8,0
U01044,corporativa,Sevilla,43,Otro,tablet,intermedio,subvencionado,asincrónico,46.4,6,94,2,21.85,25,0
U01045,universitaria,Madrid,47,F,tablet,avanzado,empresa,en vivo,87.8,4,72,4,4.91,7,0
U01046,subvencionada,Barcelona,37,Otro,móvil,avanzado,privado,híbrido,33.0,1,25,3,10.26,7,0
U01047,subvencionada,Madrid,48,M,tablet,avanzado,privado,híbrido,67.2,5,49,1,37.15,5,0
U01048,subvencionada,Sevilla,36,M,tablet,avanzado,empresa,asincrónico,31.0,3,58,0,10.35,4,0
U01049,corporativa,Sevilla,42,Otro,móvil,intermedio,privado,en vivo,67.5,3,45,3,100.58,24,0
U01050,corporativa,Madrid,59,M,tablet,avanzado,subvencionado,en vivo,59.9,3,16,3,50.49,18,0
U01051,corporativa,Zaragoza,43,M,tablet,básico,privado,en vivo,57.0,4,83,1,11.83,14,0
U01052,subvencionada,Madrid,55,Otro,tablet,básico,privado,en vivo,58.9,3,36,3,3.78,22,0
U01053,subvencionada,Zaragoza,40,Otro,escritorio,intermedio,subvencionado,en vivo,100.0,4,18,2,23.81,25,0
U01054,corporativa,Sevilla,28,F,escritorio,avanzado,subvencionado,asincrónico,51.8,1,46,2,86.26,15,0
U01055,subvencionada,Sevilla,37,Otro,escritorio,intermedio,subvencionado,asincrónico,76.6,0,8,4,18.94,2,0
U01056,subvencionada,Zaragoza,31,M,móvil,básico,empresa,en vivo,24.5,1,67,1,27.09,3,0
U01057,subvencionada,Zaragoza,38,F,tablet,básico,privado,asincrónico,100.0,3,39,0,8.31,4,0
U01058,corporativa,Barcelona,47,F,escritorio,básico,empresa,híbrido,84.8,3,20,2,30.57,6,0
U01059,universitaria,Madrid,31,M,tablet,básico,subvencionado,híbrido,39.4,2,31,4,19.91,27,0
U01060,subvencionada,Bilbao,54,F,escritorio,intermedio,gratuito,en vivo,36.5,4,52,0,28.38,1,0
U01061,subvencionada,Barcelona,32,M,móvil,intermedio,privado,en vivo,75.5,5,32,3,13.57,4,0
U01062,universitaria,Madrid,25,F,móvil,avanzado,subvencionado,en vivo,73.4,4,28,0,6.66,12,0
U01063,universitaria,Barcelona,44,Otro,tablet,básico,empresa,en vivo,69.0,4,75,1,77.79,12,0
U01064,subvencionada,Bilbao,40,Otro,móvil,avanzado,subvencionado,asincrónico,80.7,2,48,2,15.18,12,0
U01065,corporativa,Bilbao,18,F,escritorio,avanzado,subvencionado,asincrónico,43.9,3,50,3,4.85,26,0
U01066,subvencionada,Zaragoza,38,F,móvil,intermedio,empresa,asincrónico,85.2,6,68,3,23.0,8,0
U01067,universitaria,Zaragoza,22,Otro,móvil,avanzado,gratuito,híbrido,69.2,0,79,4,8.28,29,0
U01068,universitaria,Barcelona,40,M,tablet,avanzado,gratuito,en vivo,66.6,3,22,4,4.14,8,0
U01069,corporativa,Madrid,25,F,escritorio,avanzado,gratuito,en vivo,58.4,8,12,2,11.61,12,0
U01070,corporativa,Madrid,50,Otro,tablet,intermedio,empresa,híbrido,74.8,4,50,3,19.49,25,0
U01071,subvencionada,Zaragoza,56,Otro,tablet,intermedio,subvencionado,asincrónico,34.8,1,81,3,39.48,10,0
U01072,subvencionada,Valencia,24,F,tablet,básico,empresa,en vivo,47.9,5,20,3,7.67,3,0
U01073,subvencionada,Sevilla,53,Otro,tablet,básico,empresa,en vivo,65.7,5,98,1,3.16,23,0
U01074,subvencionada,Valencia,44,Otro,móvil,intermedio,empresa,asincrónico,85.9,5,82,4,6.35,18,0
U01075,universitaria,Sevilla,24,Otro,móvil,avanzado,empresa,híbrido,65.5,5,39,0,49.45,23,0
U01076,subvencionada,Zaragoza,26,M,escritorio,básico,empresa,en vivo,43.0,3,89,2,73.59,18,0
U01077,universitaria,Barcelona,32,M,escritorio,intermedio,gratuito,en vivo,82.8,4,83,3,6.55,27,0
U01078,subvencionada,Barcelona,49,M,escritorio,básico,subvencionado,híbrido,72.7,0,27,3,18.27,5,0
U01079,subvencionada,Zaragoza,28,Otro,escritorio,básico,empresa,híbrido,77.1,2,93,3,54.31,2,0
U01080,universitaria,Sevilla,47,M,tablet,básico,empresa,híbrido,35.5,4,32,4,60.42,18,0
U01081,universitaria,Sevilla,56,F,escritorio,intermedio,gratuito,híbrido,56.3,2,83,1,2.01,25,0
U01082,subvencionada,Zaragoza,21,M,móvil,básico,subvencionado,en vivo,68.6,1,90,0,12.99,19,0
U01083,corporativa,Bilbao,43,Otro,móvil,avanzado,gratuito,asincrónico,81.6,2,52,0,29.31,17,0
U01084,universitaria,Valencia,41,F,móvil,intermedio,privado,híbrido,39.2,2,82,1,21.06,2,0
U01085,subvencionada,Sevilla,56,F,tablet,intermedio,subvencionado,en vivo,100.0,4,92,2,0.19,21,0
U01086,corporativa,Madrid,25,M,móvil,avanzado,gratuito,híbrido,34.8,1,24,4,8.44,6,0
U01087,corporativa,Valencia,34,F,tablet,básico,gratuito,híbrido,55.3,1,77,2,12.19,18,0
U01088,universitaria,Madrid,56,Otro,escritorio,intermedio,empresa,en vivo,63.0,6,69,4,11.79,15,0
U01089,subvencionada,Zaragoza,44,F,tablet,intermedio,empresa,en vivo,61.5,2,33,3,1.07,16,0
U01090,universitaria,Zaragoza,43,F,móvil,avanzado,empresa,híbrido,71.0,5,70,0,1.58,21,0
U01091,corporativa,Zaragoza,54,M,móvil,avanzado,subvencionado,en vivo,15.6,0,55,0,26.02,1,0
U01092,corporativa,Zaragoza,29,Otro,escritorio,básico,privado,asincrónico,64.8,3,19,2,33.62,22,0
U01093,corporativa,Sevilla,53,M,móvil,intermedio,privado,en vivo,56.8,0,61,2,66.67,11,0
U01094,universitaria,Valencia,38,F,tablet,básico,subvencionado,asincrónico,69.6,1,15,3,52.71,20,0
U01095,subvencionada,Zaragoza,44,M,tablet,intermedio,gratuito,en vivo,76.4,3,96,4,4.14,18,0
U01096,universitaria,Sevilla,47,F,escritorio,básico,privado,en vivo,51.8,4,56,0,3.65,28,0
U01097,corporativa,Zaragoza,33,Otro,escritorio,básico,privado,asincrónico,76.3,2,40,4,34.11,27,0
U01098,corporativa,Bilbao,40,Otro,tablet,básico,gratuito,en vivo,80.4,4,23,3,2.27,15,0
U01099,corporativa,Bilbao,24,F,móvil,avanzado,gratuito,asincrónico,34.5,3,39,1,37.79,14,0
U01100,universitaria,Bilbao,29,Otro,móvil,intermedio,privado,híbrido,29.3,3,37,1,49.24,5,0
U01101,corporativa,Madrid,51,Otro,móvil,básico,gratuito,híbrido,71.2,5,35,0,36.94,24,0
U01102,universitaria,Valencia,27,Otro,escritorio,básico,privado,en vivo,24.0,3,26,4,43.87,2,0
U01103,universitaria,Valencia,59,F,tablet,básico,empresa,híbrido,52.9,1,48,3,1.6,2,0
U01104,subvencionada,Sevilla,32,M,móvil,avanzado,gratuito,en vivo,56.2,4,19,4,16.57,23,0
U01105,corporativa,Madrid,45,Otro,móvil,básico,subvencionado,asincrónico,43.6,4,42,3,26.14,9,0
U01106,subvencionada,Zaragoza,45,F,móvil,básico,privado,en vivo,23.4,3,32,2,11.7,9,0
U01107,corporativa,Zaragoza,25,Otro,escritorio,básico,privado,híbrido,90.8,2,85,1,8.87,3,0
U01108,subvencionada,Bilbao,35,F,móvil,avanzado,gratuito,en vivo,68.3,1,80,1,0.19,9,0
U01109,universitaria,Barcelona,49,F,tablet,básico,subvencionado,asincrónico,57.4,0,93,0,3.82,26,0
U01110,subvencionada,Madrid,47,F,tablet,básico,gratuito,híbrido,47.9,3,63,3,32.19,22,0
U01111,subvencionada,Zaragoza,44,M,escritorio,avanzado,subvencionado,en vivo,52.3,2,96,4,115.37,29,0
U01112,universitaria,Valencia,33,M,tablet,avanzado,subvencionado,en vivo,30.5,1,26,3,25.46,21,0
U01113,subvencionada,Barcelona,45,F,móvil,avanzado,subvencionado,en vivo,73.4,4,88,3,26.51,26,0
U01114,universitaria,Sevilla,51,F,móvil,avanzado,gratuito,en vivo,65.7,6,83,2,35.67,10,0
U01115,subvencionada,Madrid,50,F,escritorio,básico,subvencionado,asincrónico,77.7,6,12,4,23.69,24,0
U01116,corporativa,Barcelona,30,Otro,tablet,básico,gratuito,asincrónico,45.0,3,27,1,5.78,7,0
U01117,universitaria,Sevilla,56,M,móvil,intermedio,gratuito,asincrónico,54.5,3,74,1,59.83,23,0
U01118,universitaria,Sevilla,52,Otro,tablet,avanzado,privado,asincrónico,93.1,3,96,1,45.59,26,0
U01119,universitaria,Valencia,51,M,tablet,básico,gratuito,en vivo,80.9,3,51,2,14.72,4,0
U01120,subvencionada,Bilbao,41,Otro,móvil,avanzado,gratuito,asincrónico,91.0,3,81,4,2.0,4,0
U01121,corporativa,Barcelona,22,Otro,escritorio,avanzado,empresa,asincrónico,54.7,1,30,0,0.29,15,0
U01122,universitaria,Bilbao,50,F,móvil,avanzado,gratuito,híbrido,84.6,3,8,4,82.32,19,0
U01123,subvencionada,Sevilla,53,Otro,móvil,avanzado,privado,híbrido,63.0,4,31,0,52.55,9,0
U01124,corporativa,Madrid,53,F,móvil,intermedio,gratuito,híbrido,72.6,6,96,4,4.43,17,0
U01125,subvencionada,Barcelona,26,M,escritorio,intermedio,privado,asincrónico,47.5,3,77,1,10.54,5,0
U01126,universitaria,Bilbao,43,F,tablet,básico,empresa,asincrónico,46.2,3,59,2,1.82,14,0
U01127,universitaria,Valencia,50,Otro,móvil,intermedio,privado,en vivo,33.3,3,93,0,24.5,3,0
U01128,corporativa,Bilbao,20,Otro,escritorio,avanzado,privado,en vivo,45.7,3,66,4,12.1,28,0
U01129,universitaria,Sevilla,36,M,móvil,avanzado,privado,en vivo,72.6,5,43,4,32.43,17,0
U01130,universitaria,Valencia,22,Otro,móvil,intermedio,gratuito,asincrónico,33.7,4,10,0,50.54,23,0
U01131,corporativa,Sevilla,19,M,tablet,básico,gratuito,híbrido,77.2,2,97,4,51.91,6,0
U01132,corporativa,Bilbao,19,F,móvil,intermedio,privado,en vivo,10.7,3,34,2,1.62,25,0
U01133,universitaria,Barcelona,36,M,tablet,básico,subvencionado,híbrido,44.7,3,57,1,16.88,15,0
U01134,universitaria,Barcelona,53,M,tablet,básico,subvencionado,asincrónico,76.0,3,88,1,0.73,6,0
U01135,subvencionada,Bilbao,18,F,móvil,intermedio,privado,híbrido,49.1,3,39,1,7.92,5,0
U01136,universitaria,Zaragoza,56,F,escritorio,básico,empresa,en vivo,54.3,2,16,0,16.31,12,0
U01137,corporativa,Valencia,27,Otro,escritorio,básico,empresa,asincrónico,68.5,1,61,1,10.75,17,0
U01138,universitaria,Sevilla,39,F,escritorio,básico,gratuito,asincrónico,19.8,2,21,1,69.43,23,0
U01139,corporativa,Bilbao,26,F,escritorio,básico,subvencionado,asincrónico,62.6,5,97,1,8.52,14,0
U01140,subvencionada,Zaragoza,39,Otro,escritorio,intermedio,subvencionado,en vivo,38.7,0,59,2,57.46,16,0
U01141,subvencionada,Barcelona,33,Otro,tablet,avanzado,subvencionado,asincrónico,67.3,3,82,3,9.27,28,0
U01142,corporativa,Bilbao,38,M,escritorio,avanzado,subvencionado,híbrido,100.0,2,83,1,10.57,5,0
U01143,corporativa,Barcelona,53,Otro,móvil,básico,privado,asincrónico,49.7,1,70,3,25.98,3,0
U01144,corporativa,Bilbao,34,M,móvil,intermedio,gratuito,asincrónico,58.1,2,56,0,12.64,18,0
U01145,universitaria,Sevilla,52,Otro,móvil,avanzado,subvencionado,asincrónico,87.1,3,6,4,1.76,22,0
U01146,subvencionada,Madrid,21,Otro,móvil,básico,privado,en vivo,14.2,2,20,3,59.98,13,0
U01147,subvencionada,Valencia,32,F,tablet,avanzado,privado,híbrido,77.3,4,92,0,37.64,25,0
U01148,subvencionada,Zaragoza,19,M,escritorio,avanzado,privado,en vivo,67.7,7,55,0,65.7,4,0
U01149,universitaria,Bilbao,54,M,móvil,avanzado,privado,en vivo,64.8,5,29,4,7.16,13,0
U01150,universitaria,Sevilla,34,F,tablet,básico,gratuito,híbrido,61.4,8,87,2,22.44,11,0
U01151,corporativa,Valencia,26,Otro,tablet,intermedio,gratuito,híbrido,35.5,6,36,2,14.45,7,0
U01152,universitaria,Barcelona,38,Otro,tablet,básico,privado,híbrido,71.8,2,52,4,0.2,1,0
U01153,corporativa,Valencia,34,M,escritorio,avanzado,empresa,híbrido,33.8,2,53,4,4.46,26,0
U01154,corporativa,Bilbao,39,Otro,móvil,intermedio,privado,híbrido,53.2,1,34,3,10.95,22,0
U01155,universitaria,Bilbao,30,M,escritorio,avanzado,empresa,híbrido,63.0,3,54,4,6.0,4,0
U01156,subvencionada,Bilbao,31,Otro,escritorio,básico,subvencionado,en vivo,70.0,2,90,1,39.64,26,0
U01157,universitaria,Valencia,37,Otro,móvil,básico,gratuito,asincrónico,64.1,5,52,1,3.98,25,0
U01158,subvencionada,Valencia,39,M,escritorio,básico,empresa,híbrido,53.3,1,77,4,56.22,15,0
U01159,subvencionada,Bilbao,30,M,escritorio,avanzado,empresa,en vivo,46.7,3,57,0,4.25,24,0
U01160,corporativa,Madrid,38,Otro,móvil,básico,privado,híbrido,57.1,6,65,2,25.4,3,0
U01161,corporativa,Barcelona,24,M,escritorio,avanzado,gratuito,asincrónico,54.5,1,35,2,11.58,16,0
U01162,universitaria,Madrid,55,F,móvil,avanzado,gratuito,asincrónico,55.9,1,53,1,41.56,25,0
U01163,universitaria,Valencia,26,Otro,móvil,avanzado,empresa,en vivo,45.6,3,19,0,5.12,22,0
U01164,corporativa,Bilbao,29,Otro,escritorio,intermedio,subvencionado,híbrido,49.2,2,86,3,6.28,24,0
U01165,subvencionada,Bilbao,44,Otro,escritorio,intermedio,subvencionado,asincrónico,44.6,1,60,1,22.7,11,0
U01166,subvencionada,Valencia,24,M,móvil,intermedio,subvencionado,en vivo,83.1,3,62,4,13.49,5,0
U01167,subvencionada,Zaragoza,42,Otro,móvil,avanzado,privado,híbrido,50.6,3,30,4,16.69,15,0
U01168,corporativa,Valencia,29,M,tablet,intermedio,privado,asincrónico,46.2,3,74,2,6.65,7,0
U01169,subvencionada,Sevilla,46,M,tablet,básico,subvencionado,híbrido,49.6,2,69,1,37.86,1,0
U01170,corporativa,Valencia,52,F,tablet,intermedio,empresa,en vivo,64.0,3,96,3,40.65,3,0
U01171,universitaria,Bilbao,47,M,móvil,intermedio,empresa,híbrido,91.9,3,59,0,74.62,20,0
U01172,corporativa,Bilbao,46,F,escritorio,intermedio,privado,asincrónico,34.1,6,26,1,36.65,18,0
U01173,subvencionada,Zaragoza,24,M,móvil,básico,empresa,asincrónico,67.5,5,57,1,9.66,1,0
U01174,corporativa,Sevilla,20,F,móvil,intermedio,empresa,en vivo,74.3,6,22,1,111.82,8,0
U01175,corporativa,Bilbao,50,Otro,tablet,avanzado,privado,híbrido,78.3,7,32,2,5.88,10,0
U01176,universitaria,Zaragoza,30,F,tablet,básico,gratuito,híbrido,18.6,2,8,1,21.07,15,0
U01177,universitaria,Sevilla,48,F,escritorio,avanzado,empresa,asincrónico,82.3,0,85,1,64.1,29,0
U01178,universitaria,Bilbao,52,M,escritorio,básico,subvencionado,híbrido,99.1,3,96,1,88.31,10,0
U01179,subvencionada,Bilbao,50,Otro,tablet,intermedio,privado,en vivo,71.3,4,11,1,38.6,21,0
U01180,universitaria,Madrid,47,F,móvil,avanzado,privado,híbrido,96.9,6,49,0,45.96,10,0
U01181,subvencionada,Sevilla,40,F,móvil,avanzado,empresa,en vivo,76.0,3,43,0,1.73,3,0
U01182,universitaria,Barcelona,30,Otro,escritorio,básico,gratuito,asincrónico,61.7,5,35,4,7.82,25,0
U01183,corporativa,Zaragoza,49,F,móvil,básico,privado,híbrido,49.4,2,70,4,10.24,24,0
U01184,universitaria,Valencia,53,Otro,tablet,avanzado,empresa,en vivo,82.9,4,5,0,0.39,29,0
U01185,corporativa,Madrid,25,M,tablet,básico,privado,híbrido,82.1,0,6,1,15.04,1,0
U01186,corporativa,Zaragoza,54,M,escritorio,avanzado,subvencionado,en vivo,57.3,3,72,0,29.35,28,0
U01187,subvencionada,Madrid,35,Otro,tablet,básico,privado,híbrido,22.8,3,65,4,38.76,4,0
U01188,subvencionada,Valencia,19,M,tablet,avanzado,gratuito,asincrónico,97.7,2,6,1,21.69,19,0
U01189,corporativa,Madrid,34,F,tablet,intermedio,subvencionado,asincrónico,18.1,1,60,1,19.21,18,0
U01190,subvencionada,Bilbao,23,Otro,escritorio,básico,privado,asincrónico,90.0,5,90,3,10.6,25,0
U01191,corporativa,Sevilla,26,Otro,escritorio,intermedio,empresa,en vivo,69.9,5,89,2,16.27,13,0
U01192,corporativa,Zaragoza,23,M,escritorio,básico,privado,híbrido,62.0,4,15,1,68.26,14,0
U01193,subvencionada,Sevilla,49,F,tablet,avanzado,empresa,híbrido,35.5,5,84,0,2.18,13,0
U01194,corporativa,Sevilla,46,F,tablet,avanzado,subvencionado,asincrónico,65.0,1,94,0,9.43,16,0
U01195,subvencionada,Valencia,24,M,móvil,básico,gratuito,en vivo,67.2,2,34,4,17.75,9,0
U01196,corporativa,Valencia,48,M,tablet,avanzado,gratuito,híbrido,64.5,6,29,0,0.68,5,0
U01197,subvencionada,Madrid,28,M,tablet,avanzado,gratuito,en vivo,67.4,3,96,0,90.2,9,0
U01198,corporativa,Valencia,23,Otro,escritorio,intermedio,privado,híbrido,63.2,0,33,4,35.06,2,0
U01199,subvencionada,Madrid,48,Otro,tablet,intermedio,privado,en vivo,100.0,3,38,2,17.39,23,0
U01200,universitaria,Sevilla,44,F,escritorio,básico,gratuito,asincrónico,29.4,1,88,2,147.57,4,0
U01201,corporativa,Zaragoza,33,F,móvil,avanzado,subvencionado,híbrido,74.2,0,35,4,75.76,16,0
U01202,subvencionada,Sevilla,59,F,escritorio,intermedio,empresa,en vivo,74.7,4,89,0,13.77,8,0
U01203,universitaria,Valencia,32,Otro,escritorio,básico,subvencionado,híbrido,8.3,3,34,4,18.23,3,0
U01204,corporativa,Sevilla,53,M,móvil,intermedio,privado,híbrido,89.6,3,68,1,41.88,16,0
U01205,corporativa,Madrid,28,Otro,tablet,intermedio,privado,en vivo,35.1,5,49,1,37.9,16,0
U01206,corporativa,Bilbao,25,Otro,tablet,avanzado,privado,híbrido,62.4,3,72,4,38.39,7,0
U01207,corporativa,Madrid,51,F,tablet,intermedio,empresa,en vivo,100.0,3,74,1,82.3,12,0
U01208,corporativa,Barcelona,32,F,escritorio,intermedio,gratuito,asincrónico,47.1,1,74,3,11.33,11,0
U01209,subvencionada,Bilbao,41,M,tablet,intermedio,empresa,en vivo,53.8,2,28,3,15.39,19,0
U01210,subvencionada,Sevilla,49,F,tablet,intermedio,privado,asincrónico,41.6,3,78,1,16.41,20,0
U01211,corporativa,Bilbao,24,F,tablet,intermedio,empresa,asincrónico,60.4,1,65,4,10.28,7,0
U01212,universitaria,Valencia,44,M,escritorio,avanzado,subvencionado,asincrónico,53.9,5,77,1,65.01,28,0
U01213,corporativa,Barcelona,19,M,móvil,intermedio,gratuito,híbrido,71.9,3,88,2,10.44,7,0
U01214,subvencionada,Barcelona,20,Otro,escritorio,básico,gratuito,en vivo,83.6,5,69,3,41.77,4,0
U01215,subvencionada,Valencia,55,F,escritorio,intermedio,gratuito,asincrónico,50.5,1,57,2,29.96,7,0
U01216,corporativa,Valencia,44,F,móvil,básico,empresa,en vivo,78.0,0,65,1,35.48,10,0
U01217,corporativa,Zaragoza,22,M,móvil,avanzado,gratuito,híbrido,68.8,1,88,3,15.93,5,0
U01218,universitaria,Barcelona,46,F,móvil,avanzado,privado,híbrido,33.4,3,85,4,3.4,8,0
U01219,subvencionada,Bilbao,27,F,tablet,básico,empresa,asincrónico,29.6,7,21,4,1.14,4,0
U01220,corporativa,Sevilla,42,Otro,móvil,intermedio,subvencionado,híbrido,30.9,2,45,3,5.14,27,0
U01221,subvencionada,Zaragoza,24,F,tablet,básico,empresa,asincrónico,64.6,1,95,1,7.33,24,0
U01222,universitaria,Madrid,48,F,escritorio,básico,empresa,en vivo,40.7,4,10,0,12.45,5,0
U01223,subvencionada,Bilbao,44,F,tablet,avanzado,privado,asincrónico,45.9,2,81,0,7.49,20,0
U01224,corporativa,Barcelona,42,F,tablet,básico,subvencionado,en vivo,86.3,2,15,4,16.07,16,0
U01225,corporativa,Valencia,22,F,tablet,avanzado,empresa,asincrónico,53.1,2,56,2,25.77,10,0
U01226,universitaria,Barcelona,37,Otro,tablet,avanzado,empresa,en vivo,68.1,2,67,4,4.49,6,0
U01227,universitaria,Sevilla,47,M,escritorio,intermedio,privado,asincrónico,53.8,6,26,2,40.45,15,0
U01228,subvencionada,Zaragoza,42,F,móvil,básico,gratuito,en vivo,54.4,3,56,3,48.1,15,0
U01229,universitaria,Bilbao,50,Otro,escritorio,intermedio,privado,asincrónico,42.9,5,16,1,11.36,11,0
U01230,subvencionada,Zaragoza,41,M,tablet,avanzado,privado,híbrido,68.9,6,66,2,2.78,24,0
U01231,subvencionada,Sevilla,43,Otro,escritorio,intermedio,privado,en vivo,44.7,2,41,0,55.55,10,0
